"Seviye";"Türkçe İpucu";"İngilizce Cevap";"Kelime Türü";"Sıklık Sırası";"Durum";"Durum Kodu";"İnceleyen Model";"Güven";"Önerilen İpucu";"İnceleme Gerekçesi";"Alternatifler";"Kaynak"
"A2";"Güven";"TRUST";"Noun";"1322";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Güven";"The clue 'Güven' is a direct, common, and accurate translation for 'TRUST' at A2 level.";"Kredi | Emniyet | Emanet | Ümit";"freedict+kelly+frequencywords"
"A2";"Kız";"DAUGHTER";"Noun";"1324";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kız";"The clue 'Kız' is the standard and unambiguous translation for 'DAUGHTER'.";"";"freedict+kelly+frequencywords"
"A2";"Kendi";"SELF";"Noun";"1331";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kendi";"The clue 'Kendi' accurately reflects the reflexive/possessive sense of 'SELF' in this context.";"Aynı | Nefis | Şahsi | Şahıs";"freedict+kelly+frequencywords"
"A2";"Hücre";"CELL";"Noun";"1334";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.8";"Hücre";"The word 'CELL' is polysemous (biological cell, prison cell, mobile phone). 'Hücre' is correct but might be ambiguous without context.";"Ünite";"freedict+kelly+frequencywords"
"A2";"İnanç";"BELIEF";"Noun";"1335";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"İnanç";"The clue 'İnanç' is the standard and accurate translation for 'BELIEF'.";"Kanaat | İman";"freedict+kelly+frequencywords"
"A2";"Kalabalık";"HOST";"Verb";"1336";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"";"The clue 'Kalabalık' means 'crowded', which is not a synonym for 'host'. 'Ev sahibi' is the correct single-word Turkish equivalent.";"";"freedict+kelly+frequencywords"
"A2";"Görev";"APPOINTMENT";"Noun";"1337";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Randevu";"The clue 'Görev' means 'task/duty'. 'Randevu' is the specific and correct term for 'appointment'.";"Hizmet | Emir | Randevu | Tayin";"freedict+kelly+frequencywords"
"A2";"Söz";"SPEECH";"Noun";"1339";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Söz";"The clue 'Söz' is a valid and common synonym for 'speech' in this context.";"Konuşma | Dil | Lisan";"freedict+kelly+frequencywords"
"A2";"Toplamak";"CONCENTRATE";"Verb";"1341";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Odaklan";"The clue 'Toplamak' means 'to collect/gather'. 'Odaklan' is the correct verb for 'concentrate'.";"";"freedict+kelly+frequencywords"
"A2";"İmkansız";"IMPOSSIBLE";"Adjective";"1342";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.98";"İmkansız";"The clue 'İmkansız' is the direct and accurate translation for 'impossible'.";"Çekilmez | Yapılamaz";"freedict+kelly+frequencywords"
"A2";"Ölmek";"GATHER";"Verb";"1343";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Toplamak";"The current clue 'Ölmek' (to die) is completely unrelated to 'GATHER'. The correct synonym is 'Toplamak'.";"Kazanmak | Anlamak | Toplamak | Seçmek";"freedict+kelly+frequencywords"
"A2";"Sağ";"LIVING";"Noun";"1344";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Canlı";"The clue 'Sağ' (healthy/right) is not the best fit for 'LIVING' as an adjective/noun. 'Canlı' is the accurate translation.";"Canlı | Yaşayan | Kuvvetli | Yaşama";"freedict+kelly+frequencywords"
"A2";"Baba";"ANCIENT";"Adjective";"1345";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Eski";"The clue 'Baba' (father) is unrelated to 'ANCIENT'. The correct translation is 'Eski' or 'Kadim'.";"Eski | Ata | Kadim";"freedict+kelly+frequencywords"
"A2";"Zaten";"ANYWAY";"Adverb";"1346";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Zaten";"The clue 'Zaten' is a correct, common, and single-word synonym for 'ANYWAY'.";"Dikkatsizce";"freedict+kelly+frequencywords"
"A2";"Değiştirmek";"EXCHANGE";"Noun";"1348";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Değişim";"The clue 'Değiştirmek' is a verb, but the partOfSpeech is 'Noun'. 'Değişim' is the correct noun form.";"Değişme";"freedict+kelly+frequencywords"
"A2";"Rus";"RUSSIAN";"Adjective";"1349";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Rus";"The clue 'Rus' is a correct, single-word Turkish equivalent for the adjective 'Russian'.";"";"freedict+kelly+frequencywords"
"A2";"Tavsiye";"TIP";"Noun";"1350";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Bahşiş";"The word 'Tip' is polysemous. 'Tavsiye' is one meaning, but 'Bahşiş' is more common in many contexts. 'Bahşiş' is a better primary clue.";"Burun | Bahşiş | Tepe | Etkilemek";"freedict+kelly+frequencywords"
"A2";"Göstermek";"SETTLE";"Verb";"1351";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.9";"Halletmek";"The clue 'Göstermek' (to show) is incorrect for 'Settle'. 'Halletmek' or 'Çözmek' are better fits.";"Ödemek | Düzeltmek | Halletmek | Sabit";"freedict+kelly+frequencywords"
"A2";"Hazır";"IMMEDIATE";"Adjective";"1352";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.9";"Derhal";"The clue 'Hazır' (ready) is not a direct synonym for 'Immediate'. 'Derhal' or 'Anında' is more accurate.";"Derhal | Şimdiki";"freedict+kelly+frequencywords"
"A2";"Tarif";"DEFINITION";"Noun";"1354";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.9";"Tanım";"The clue 'Tarif' is less common than 'Tanım' for the noun 'Definition'.";"İzah | Tanımlama";"freedict+kelly+frequencywords"
"A2";"Hediye";"GIFT";"Noun";"1357";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Hediye";"The clue 'Hediye' is a perfect, single-word synonym for 'GIFT' at A2 level.";"Armağan | Hünerli";"freedict+kelly+frequencywords"
"A2";"Alt";"BOTTOM";"Noun";"1358";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.85";"Alt";"The word 'Bottom' is polysemous (e.g., 'Temel' or 'Esas'). While 'Alt' is correct, the presence of multiple meanings makes it slightly ambiguous.";"Gemi | Temel | Esas | Tekne";"freedict+kelly+frequencywords"
"A2";"Kısa";"BRIEF";"Adjective";"1362";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Kısa";"The clue 'Kısa' is a standard and accurate translation for 'Brief' as an adjective.";"Özet";"freedict+kelly+frequencywords"
"A2";"Muayene";"EXAMINATION";"Noun";"1363";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.85";"Sınav";"The word 'Examination' can mean 'Sınav' or 'Muayene'. 'Sınav' is more common in academic contexts, but 'Muayene' is also valid.";"Sınav | Teftiş | Yoklama | Tetkik";"freedict+kelly+frequencywords"
"A2";"Önemli";"SUBSTANTIAL";"Adjective";"1364";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.9";"Önemli";"The word 'Substantial' is typically B2/C1 level. 'Önemli' is a very general term; 'Büyük' or 'Azımsal' might be more specific, but the level is the main issue.";"Zengin | Değerli | Kıymetli | Dayanıklı";"freedict+kelly+frequencywords"
"A2";"Düğme";"BUTTON";"Noun";"1365";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Düğme";"The current clue 'Düğme' is correct, but the alternative 'Sürgün' suggests a confusion with 'Banishment'. However, since 'Düğme' is the standard translation for 'Button', it is technically correct, but the system flags it as rejected if the";"Sürgün";"freedict+kelly+frequencywords"
"A2";"Engel";"BLOCK";"Noun";"1366";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Engel";"The clue 'Engel' is a valid, single-word synonym for 'Block' in this context.";"Blok | Kesmek | Makara | Kapamak";"freedict+kelly+frequencywords"
"A2";"Serbest";"VOLUNTARY";"Adjective";"1367";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"Gönüllü";"The current clue 'Serbest' means 'Free', not 'Voluntary'. 'Gönüllü' is the correct translation.";"Gönüllü | İsteyerek | Hür | Fahri";"freedict+kelly+frequencywords"
"A2";"Geçit";"GAP";"Noun";"1368";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"Aralık";"The clue 'Geçit' means 'Passage'. 'Aralık' or 'Boşluk' is a better fit for 'Gap'.";"Aralık | Ayrılık | Açıklık";"freedict+kelly+frequencywords"
"A2";"Acı";"KEEN";"Adjective";"1369";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"İstekli";"The clue 'Acı' means 'Sharp/Bitter'. 'Keen' as an adjective usually means 'Eager' or 'Sharp'. 'İstekli' is the best single-word fit.";"Sert | Canlı | Zeki | Akıllı";"freedict+kelly+frequencywords"
"A2";"Açmak";"SPREAD";"Verb";"1370";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Dağıtmak";"The clue 'Açmak' is ambiguous and often refers to 'open'. 'Dağıtmak' is a more accurate single-word translation for 'spread' in many contexts.";"Sürmek | Dağıtmak | Ayırmak | Saha";"freedict+kelly+frequencywords"
"A2";"Yönetim";"ADMINISTRATION";"Noun";"1371";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Yönetim";"The clue is accurate, unambiguous, and matches the part of speech.";"İdare";"freedict+kelly+frequencywords"
"A2";"Gönüllü";"VOLUNTEER";"Noun";"1373";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Gönüllü";"The clue is accurate and clearly represents the word.";"";"freedict+kelly+frequencywords"
"A2";"Fikir";"SIGHT";"Noun";"1376";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Manzara";"The clue 'Fikir' means 'idea'. 'Sight' means 'manzara' or 'görme'. The current clue is incorrect.";"Görmek | Görme | Muayene | Manzara";"freedict+kelly+frequencywords"
"A2";"Nakit";"CASH";"Noun";"1377";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Nakit";"While 'Para' is correct, 'Nakit' is the more specific translation for 'Cash'. However, 'Para' is acceptable for A2.";"Ödemeli";"freedict+kelly+frequencywords"
"A2";"Anlam";"HANG";"Verb";"1379";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Asmak";"The current clue 'Anlam' (meaning) is unrelated to the verb 'HANG'. 'Asmak' is the correct single-word Turkish equivalent.";"Takmak | Asmak | Ertelemek | Asılmak";"freedict+kelly+frequencywords"
"A2";"Sebep";"SCORE";"Noun";"1380";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Puan";"The clue 'Sebep' (reason) is incorrect for 'SCORE'. 'Puan' is the standard translation for a score.";"Çizgi | İşaret | Değerlendirmek";"freedict+kelly+frequencywords"
"A2";"Yer";"SPOT";"Noun";"1382";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Nokta";"The clue 'Yer' (place) is too broad. 'Nokta' or 'Bölge' is more specific for 'SPOT' as a noun.";"Derhal | Sorumlu | Nokta | Bulmak";"freedict+kelly+frequencywords"
"A2";"Sözcü";"SPEAKER";"Noun";"1383";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Sözcü";"The clue 'Sözcü' is a correct and common single-word translation for 'SPEAKER'.";"";"freedict+kelly+frequencywords"
"A2";"Kimlik";"IDENTITY";"Noun";"1384";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kimlik";"The clue 'Kimlik' is the accurate and standard translation for 'IDENTITY'.";"";"freedict+kelly+frequencywords"
"A2";"Yeterli";"EQUAL";"Adjective";"1392";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Eşit";"The clue 'Yeterli' means 'sufficient', which is not a synonym for 'equal'. 'Eşit' is the correct term.";"Eşit";"freedict+kelly+frequencywords"
"A2";"Çok";"VAST";"Adjective";"1393";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Geniş";"The clue 'Çok' is too general and can mean 'many' or 'much'. 'Geniş' is a more accurate single-word synonym for 'vast'.";"Geniş | Engin | Büyüklük";"freedict+kelly+frequencywords"
"A2";"İnanç";"FAITH";"Noun";"1394";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"İnanç";"While 'Güven' is related, 'İnanç' is the primary meaning of 'faith' in this context.";"Emniyet | Din | Sadakat | İnanç";"freedict+kelly+frequencywords"
"A2";"Ertesi";"FOLLOWING";"Pronoun";"1395";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Sonraki";"The clue 'Ertesi' is slightly ambiguous; 'Sonraki' or 'Takip eden' is better, but 'Ertesi' is often used for 'the next day'. However, 'Following' as a pronoun/adjective is best matched by 'Sonraki'.";"Aşağıdaki | İzleyen";"freedict+kelly+frequencywords"
"A2";"Dönüş";"CYCLE";"Noun";"1397";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Döngü";"The clue 'Dönüş' means 'return' or 'turn'. 'Döngü' is the correct term for 'cycle' in a technical or natural context.";"Devre | Dönem | Dönme | Bisiklet";"freedict+kelly+frequencywords"
"A2";"Haber";"WIND";"Noun";"1398";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Rüzgar";"The clue 'Haber' means 'News'. The correct Turkish word for 'Wind' is 'Rüzgar'.";"Hava | Nefes | Duymak | Bitirmek";"freedict+kelly+frequencywords"
"A2";"Taslak";"OUTLINE";"Verb";"1401";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Taslak";"The clue 'Taslak' is a correct and common single-word synonym for 'Outline'.";"";"freedict+kelly+frequencywords"
"A2";"Kaza";"ACCIDENT";"Noun";"1402";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.98";"Kaza";"The clue 'Kaza' is the standard and unambiguous translation for 'Accident'.";"Kazara | Arıza | Rasgele | Tesadüfi";"freedict+kelly+frequencywords"
"A2";"Asyalı";"ASIAN";"Adjective";"1403";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.98";"Asyalı";"The clue 'Asyalı' is the correct and standard translation for 'Asian'.";"";"freedict+kelly+frequencywords"
"A2";"Durum";"ESTATE";"Noun";"1404";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.88";"Mülk";"The clue 'Durum' means 'Situation'. 'Estate' usually refers to property/land ('Mülk').";"Mal | Sınıf | Mülk | İtibar";"freedict+kelly+frequencywords"
"A2";"Ait";"MENTAL";"Adjective";"1405";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Zihinsel";"The current clue 'Ait' is incorrect and unrelated to 'Mental'. 'Zihinsel' is the correct adjective form.";"Zihni";"freedict+kelly+frequencywords"
"A2";"Artık";"WASTE";"Noun";"1407";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Atık";"The clue 'Artık' is an adverb/conjunction. 'Atık' is the correct noun for 'Waste'.";"Boş | Hali | Çöp | Atılmış";"freedict+kelly+frequencywords"
"A2";"Ağır";"MASSIVE";"Adjective";"1408";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Devasa";"The clue 'Ağır' means 'Heavy'. 'Devasa' or 'Muazzam' is a better fit for 'Massive'.";"Muazzam | İri";"freedict+kelly+frequencywords"
"A2";"Garanti";"GUARANTEE";"Verb";"1411";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Garanti";"The clue is accurate and matches the word type and level.";"Kefalet | Kefil | Teminat";"freedict+kelly+frequencywords"
"A2";"Benzerlik";"COMPARISON";"Noun";"1412";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Karşılaştırma";"The clue 'Benzerlik' means 'Similarity'. 'Karşılaştırma' is the correct noun for 'Comparison'.";"İlişki | Karşılaştırma | Benzetme | Mukayese";"freedict+kelly+frequencywords"
"A2";"Asıl";"ORIGIN";"Noun";"1413";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Kaynak";"The clue 'Asıl' is ambiguous; 'Kaynak' is a more precise and common translation for 'Origin' in this context.";"Başlangıç | Kaynak | Nesil | Soy";"freedict+kelly+frequencywords"
"A2";"Hisse";"PROPORTION";"Noun";"1414";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Hisse";"The clue 'Hisse' is a valid and common translation for 'Proportion' in many contexts.";"Oran | Boyutlar | Pay";"freedict+kelly+frequencywords"
"A2";"Arkadaşlar";"KID";"Noun";"1417";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"Çocuk";"The clue 'Arkadaşlar' is incorrect; 'Kid' means 'Çocuk'. 'Arkadaşlar' would be 'Friends'.";"Bizimkiler";"freedict+kelly+frequencywords"
"A2";"Gazete";"SHEET";"Noun";"1418";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Yaprak";"The clue 'Gazete' is too specific; 'Sheet' can mean 'Yaprak' or 'Tabaka'. 'Gazete' is only one specific use.";"Yaprak | Çarşaf | Tabaka | Levha";"freedict+kelly+frequencywords"
"A2";"Derinlik";"DEPTH";"Noun";"1419";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Derinlik";"The clue 'Derinlik' is the direct and accurate translation for 'Depth'.";"";"freedict+kelly+frequencywords"
"A2";"Bırakmak";"PERMIT";"Verb";"1421";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"İzin";"The clue 'Bırakmak' (to leave/let) is not the primary meaning of 'permit' (to allow/authorize). 'İzin' is the correct single-word Turkish equivalent.";"";"freedict+kelly+frequencywords"
"A2";"Kazanç";"PROFIT";"Noun";"1423";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Kazanç";"The clue 'Kazanmak' is a verb, but 'Profit' is a noun. However, in many contexts, they are closely linked. Since 'Kazanç' is a noun and fits the context, it is acceptable, but 'Kâr' would be more precise.";"Fayda | Kazanç";"freedict+kelly+frequencywords"
"A2";"Doğru";"STRAIGHT";"Adverb";"1424";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Düz";"The clue 'Doğru' usually means 'correct' or 'right'. 'Straight' as an adverb/adjective refers to physical direction or honesty. 'Düz' is the correct physical translation.";"Emin | Dürüst | Düz | Düzenli";"freedict+kelly+frequencywords"
"A2";"Fark";"DIVISION";"Noun";"1425";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Bölüm";"The clue 'Fark' means 'difference'. 'Division' means 'bölüm' or 'bölme'. 'Fark' is incorrect for this word.";"Bölüm | Parça | Bölge | Daire";"freedict+kelly+frequencywords"
"A2";"Aktarmak";"QUOTE";"Verb";"1426";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Alıntı";"The clue 'Aktarmak' means 'to transmit/transfer'. 'Quote' means 'alıntı' or 'alıntılamak'. 'Aktarmak' is not a suitable synonym.";"";"freedict+kelly+frequencywords"
"A2";"Görünüş";"PHASE";"Noun";"1427";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Aşama";"The current clue 'Görünüş' means 'appearance', which is not a synonym for 'phase'. 'Aşama' is the correct single-word Turkish equivalent.";"Faz";"freedict+kelly+frequencywords"
"A2";"Bahis";"CHAPTER";"Noun";"1428";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Bölüm";"The current clue 'Bahis' means 'bet'. 'Bölüm' is the correct single-word Turkish equivalent for 'chapter'.";"Kısım";"freedict+kelly+frequencywords"
"A2";"Yakmak";"BURN";"Verb";"1429";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Yakmak";"The clue 'Yakmak' is a correct, common, and single-word translation for the verb 'burn'.";"Yanık | Yanmak | Dere";"freedict+kelly+frequencywords"
"A2";"İkincil";"SECONDARY";"Adjective";"1430";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"İkincil";"The clue 'Yardımcı' is acceptable, but 'İkincil' is the more precise adjective form. However, 'Yardımcı' is common enough to be approved.";"Sonraki | İkincil";"freedict+kelly+frequencywords"
"A2";"Albüm";"ALBUM";"Noun";"1433";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Albüm";"The clue 'Albüm' is a direct and correct translation for 'album'.";"";"freedict+kelly+frequencywords"
"A2";"Tercih";"ELECTION";"Noun";"1434";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Seçim";"The current clue 'Tercih' (Preference) is not the primary meaning of 'Election'. 'Seçim' is the correct term.";"Seçim";"freedict+kelly+frequencywords"
"A2";"Evcil";"DOMESTIC";"Adjective";"1437";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Yerel";"The clue 'Evcil' refers to 'Tame'. 'Domestic' in a general context usually means 'Yerel' or 'Ev içi'. 'Yerel' is a better fit for A2.";"Ehli";"freedict+kelly+frequencywords"
"A2";"Temel";"FOUNDATION";"Noun";"1438";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Temel";"The clue 'Temel' is a correct and common translation for 'Foundation' in this context.";"Esas | Kurma | Tesis | Kurum";"freedict+kelly+frequencywords"
"A2";"Kızılderili";"INDIAN";"Adjective";"1439";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Hintli";"The clue 'Kızılderili' is specific to Native Americans. 'Hintli' is the standard translation for 'Indian'.";"Hintli";"freedict+kelly+frequencywords"
"A2";"Hayal";"DREAM";"Noun";"1440";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Hayal";"The clue 'Hayal' is a valid and common translation for 'Dream'.";"Rüya | Hedef | Duş | Amaç";"freedict+kelly+frequencywords"
"A2";"Söz";"PROMISE";"Verb";"1441";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"1";"Vaat";"The clue 'Söz' is too broad and can mean 'word' or 'promise'. 'Vaat' is a more precise synonym for the verb/noun promise.";"Göstermek | Cennet | Vaat | Taahhüt";"freedict+kelly+frequencywords"
"A2";"Ağaç";"WOOD";"Noun";"1442";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Odun";"The clue 'Ağaç' means 'tree'. 'Odun' or 'Tahta' are the correct terms for 'wood' as a material.";"Tahta | Koru | Orman | Odun";"freedict+kelly+frequencywords"
"A2";"Uzatma";"EXTENSION";"Noun";"1444";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Uzatma";"The current clue 'Uzatma' is technically correct but 'Uzatma' is a bit literal. However, since the original clue is 'Uzatma', it is technically acceptable, but 'Uzatma' is often used for 'extension'. Wait, the prompt says if it's correct, I";"Büyütme | Genişleme";"freedict+kelly+frequencywords"
"A2";"Rahat";"COMFORTABLE";"Adjective";"1445";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Rahat";"The clue 'Rahat' is a perfect single-word synonym for 'comfortable' at A2 level.";"Rahatlatıcı";"freedict+kelly+frequencywords"
"A2";"Çözmek";"SOLVE";"Verb";"1448";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Çözmek";"The clue 'Çözmek' is the standard and correct translation for 'solve'.";"Halletmek | Çözülür | Erir";"freedict+kelly+frequencywords"
"A2";"Çiftlik";"FARM";"Noun";"1449";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Çiftlik";"The clue 'Çiftlik' is a direct and accurate translation for 'FARM' at A2 level.";"Ekmek | Tarla";"freedict+kelly+frequencywords"
"A2";"Adam";"GUY";"Noun";"1450";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.9";"Adam";"While 'Herif' is correct, 'Adam' is a more standard and common term for 'Guy' in general contexts.";"";"freedict+kelly+frequencywords"
"A2";"Bölüm";"BRANCH";"Noun";"1451";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.8";"Dal";"The word 'Branch' has multiple meanings (Dal, Şube, Bölüm). 'Bölüm' is specific to organizations; 'Dal' is more general.";"Kol | Dal | Şube | Ayırmak";"freedict+kelly+frequencywords"
"A2";"Bulmak";"STRIKE";"Verb";"1456";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.9";"Vurmak";"The clue 'Bulmak' (to find) is incorrect for 'Strike'. The correct primary meaning is 'Vurmak' or 'Grev'.";"Gelmek | Ulaşmak | Çakmak | Ayırmak";"freedict+kelly+frequencywords"
"A2";"Anlatmak";"COMMUNICATE";"Verb";"1458";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.9";"İletişim";"The clue 'Anlatmak' (to tell/explain) is not the primary meaning of 'Communicate'. 'İletişim kurmak' is the correct sense.";"Bildirmek | Bulaştırmak";"freedict+kelly+frequencywords"
"A2";"Kırsal";"RURAL";"Adjective";"1460";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kırsal";"The clue 'Kırsal' is a direct and accurate translation for 'RURAL' at A2 level.";"";"freedict+kelly+frequencywords"
"A2";"Tehlikeli";"DANGEROUS";"Adjective";"1462";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Tehlikeli";"The clue 'Tehlikeli' is the standard and correct translation for 'DANGEROUS'.";"";"freedict+kelly+frequencywords"
"A2";"Çıkmak";"SHOOT";"Verb";"1464";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Vurmak";"The clue 'Çıkmak' is incorrect for 'SHOOT'. The primary meaning is 'Vurmak' or 'Ateşlemek'.";"Vurmak | Atış | Fırlatmak | Atılmak";"freedict+kelly+frequencywords"
"A2";"Önemli";"OUTSTANDING";"Adjective";"1469";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.85";"Olağanüstü";"The clue 'Önemli' (Important) is too broad and doesn't capture the specific meaning of 'Outstanding' (Exceptional/Outstanding).";"";"freedict+kelly+frequencywords"
"A2";"Kanal";"CHANNEL";"Noun";"1470";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kanal";"The clue 'Kanal' is the correct and standard translation for 'CHANNEL'.";"Hat";"freedict+kelly+frequencywords"
"A2";"Alet";"INSTRUMENT";"Noun";"1472";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Enstrüman";"The clue 'Alet' is too broad and can mean 'tool' or 'device'. 'Enstrüman' is the specific musical term.";"Belge | Enstrüman | Senet";"freedict+kelly+frequencywords"
"A2";"Mutlu";"BRIGHT";"Adjective";"1475";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Parlak";"The clue 'Mutlu' means 'happy'. 'Bright' primarily means 'Parlak' in this context.";"Muhteşem | Canlı | Zeki | Parlak";"freedict+kelly+frequencywords"
"A2";"Şeref";"REPUTATION";"Noun";"1476";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"İtibar";"The clue 'Şeref' means 'honor'. 'İtibar' is the accurate translation for 'Reputation'.";"Şöhret | İtibar";"freedict+kelly+frequencywords"
"A2";"Hatırlatmak";"REMIND";"Verb";"1477";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Hatırlatmak";"The clue is accurate, single-word, and matches the verb form.";"Hatırlayan";"freedict+kelly+frequencywords"
"A2";"Ateş";"TEMPERATURE";"Noun";"1478";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Sıcaklık";"The clue 'Ateş' means 'fire'. 'Sıcaklık' is the correct term for 'Temperature'.";"Sıcaklık | Isı";"freedict+kelly+frequencywords"
"A2";"Tahmin";"SHOT";"Noun";"1482";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Atış";"The current clue 'Tahmin' (guess) is incorrect for 'SHOT'. 'Atış' is the correct noun equivalent.";"Şans | Fotoğraf | Atış | Miktar";"freedict+kelly+frequencywords"
"A2";"Resim";"REPRESENTATION";"Noun";"1483";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Temsil";"The clue 'Resim' (picture) is too specific and not the primary meaning of 'REPRESENTATION'. 'Temsil' is more accurate.";"Rol | Temsil | İfade";"freedict+kelly+frequencywords"
